locus_tag	ftype	gene	product	EC_number	COG
AENJPLPP_02363	CDS	pepC	Aminopeptidase C	3.4.22.40	COG3579
AENJPLPP_02364	CDS		putative ketoamine kinase	2.7.1.-	
AENJPLPP_02365	CDS		hypothetical protein		
AENJPLPP_02366	CDS	ansA	L-asparaginase	3.5.1.1	COG0252
AENJPLPP_02367	CDS		hypothetical protein		
AENJPLPP_02368	CDS	yhaX	Stress response protein YhaX		COG0561
AENJPLPP_02369	CDS		hypothetical protein		
AENJPLPP_02370	CDS	ezrA	Septation ring formation regulator EzrA		COG4477
AENJPLPP_02371	CDS	iscS_2	Cysteine desulfurase IscS	2.8.1.7	COG1104
AENJPLPP_02372	CDS	thiI_1	putative tRNA sulfurtransferase	2.8.1.4	COG0301
AENJPLPP_02373	CDS	thiI_2	putative tRNA sulfurtransferase	2.8.1.4	COG0301
AENJPLPP_02374	CDS	rex_1	Redox-sensing transcriptional repressor Rex		COG2344
AENJPLPP_02375	CDS	valS	Valine--tRNA ligase	6.1.1.9	COG0525
AENJPLPP_02376	CDS	fpgS	Folylpolyglutamate synthase	6.3.2.17	
AENJPLPP_02377	CDS		Phosphorylated carbohydrates phosphatase	3.1.3.-	COG0637
AENJPLPP_02378	CDS		hypothetical protein		
AENJPLPP_02379	CDS	cspLA_1	Cold shock-like protein CspLA		COG1278
AENJPLPP_02380	CDS	rnj1	Ribonuclease J 1	3.1.-.-	
AENJPLPP_02381	CDS		hypothetical protein		
AENJPLPP_02382	CDS		putative ABC transporter ATP-binding protein		COG1132
AENJPLPP_02383	CDS		putative ABC transporter ATP-binding protein		COG1132
AENJPLPP_02384	CDS		hypothetical protein		
AENJPLPP_02385	CDS	yrdA	Protein YrdA		COG0663
AENJPLPP_02386	CDS	clpP_2	ATP-dependent Clp protease proteolytic subunit	3.4.21.92	COG0740
AENJPLPP_02387	CDS		hypothetical protein		
AENJPLPP_02388	CDS	glpQ	Glycerophosphodiester phosphodiesterase	3.1.4.46	COG0584
AENJPLPP_02389	CDS	miaA	tRNA dimethylallyltransferase	2.5.1.75	COG0324
AENJPLPP_02390	CDS	hflX	GTPase HflX		COG2262
AENJPLPP_02391	CDS		IS30 family transposase IS1252		COG2826
AENJPLPP_02392	CDS		hypothetical protein		
AENJPLPP_02393	CDS	cdr_2	Coenzyme A disulfide reductase	1.8.1.14	
AENJPLPP_02394	CDS	rhaR_6	HTH-type transcriptional activator RhaR		
AENJPLPP_02395	CDS	araN_2	putative arabinose-binding protein		COG1653
AENJPLPP_02396	CDS	lacF_5	Lactose transport system permease protein LacF		
AENJPLPP_02397	CDS	lacG_3	Lactose transport system permease protein LacG		
AENJPLPP_02398	CDS	ugl_1	Unsaturated glucuronyl hydrolase	3.2.1.179	
AENJPLPP_02399	CDS		hypothetical protein		
AENJPLPP_02400	CDS	ugl_2	Unsaturated chondroitin disaccharide hydrolase	3.2.1.180	
AENJPLPP_02401	CDS	yheS	putative ABC transporter ATP-binding protein YheS		COG0488
AENJPLPP_02402	CDS	rex_2	Redox-sensing transcriptional repressor Rex		COG2344
AENJPLPP_02403	CDS		hypothetical protein		
AENJPLPP_02404	CDS		Putative two-component membrane permease complex subunit SMU_747c		COG0701
AENJPLPP_02405	CDS		Putative two-component membrane permease complex subunit SMU_746c		COG3689
AENJPLPP_02406	CDS		hypothetical protein		
AENJPLPP_02407	CDS	natA_2	ABC transporter ATP-binding protein NatA	7.2.2.4	COG4555
AENJPLPP_02408	CDS		hypothetical protein		
AENJPLPP_02409	CDS		hypothetical protein		
AENJPLPP_02410	CDS		hypothetical protein		
AENJPLPP_02412	CDS	endA	DNA-entry nuclease	3.1.30.-	
AENJPLPP_02413	CDS		hypothetical protein		
AENJPLPP_02414	CDS	yrrK	Putative pre-16S rRNA nuclease	3.1.-.-	COG0816
AENJPLPP_02415	CDS		hypothetical protein		
AENJPLPP_02416	CDS	xerC_10	Tyrosine recombinase XerC		
AENJPLPP_02417	CDS		hypothetical protein		
AENJPLPP_02418	CDS		hypothetical protein		
AENJPLPP_02419	CDS		hypothetical protein		
AENJPLPP_02420	CDS		hypothetical protein		
AENJPLPP_02421	CDS		hypothetical protein		
AENJPLPP_02422	CDS		hypothetical protein		
AENJPLPP_02423	CDS		hypothetical protein		
AENJPLPP_02424	CDS		hypothetical protein		
AENJPLPP_02425	CDS		hypothetical protein		
AENJPLPP_02426	CDS		hypothetical protein		
AENJPLPP_02427	CDS		hypothetical protein		
AENJPLPP_02428	CDS		hypothetical protein		
AENJPLPP_02429	CDS		hypothetical protein		
AENJPLPP_02430	CDS		hypothetical protein		
AENJPLPP_02431	CDS		hypothetical protein		
AENJPLPP_02432	CDS		hypothetical protein		
AENJPLPP_02433	CDS		hypothetical protein		
AENJPLPP_02434	CDS		hypothetical protein		
AENJPLPP_02435	CDS		hypothetical protein		
AENJPLPP_02436	CDS		hypothetical protein		
AENJPLPP_02437	CDS		hypothetical protein		
AENJPLPP_02438	CDS	citS	Citrate-sodium symporter		COG3493
AENJPLPP_02439	CDS	mleS	Malolactic enzyme	4.1.1.101	COG0281
AENJPLPP_02440	CDS		hypothetical protein		
AENJPLPP_02441	CDS	hmo	4-hydroxymandelate oxidase	1.1.3.46	
AENJPLPP_02442	CDS		hypothetical protein		
AENJPLPP_02443	CDS		hypothetical protein		
AENJPLPP_02444	CDS		hypothetical protein		
AENJPLPP_02445	CDS		hypothetical protein		
AENJPLPP_02446	CDS		hypothetical protein		
AENJPLPP_02447	CDS	nox_2	NADH oxidase	1.6.99.3	COG0446
AENJPLPP_02448	CDS		putative ABC transporter permease		COG0577
AENJPLPP_02449	CDS	hrtA_2	Putative hemin import ATP-binding protein HrtA	3.6.3.-	COG1136
AENJPLPP_02450	CDS		hypothetical protein		
AENJPLPP_02451	CDS		hypothetical protein		
AENJPLPP_02452	CDS	rnhC	Ribonuclease HIII	3.1.26.4	COG1039
AENJPLPP_02453	CDS	zapA	Cell division protein ZapA		
AENJPLPP_02454	CDS		hypothetical protein		
AENJPLPP_02455	CDS	mutS2_2	Endonuclease MutS2	3.1.-.-	
AENJPLPP_02456	CDS	trxA	Thioredoxin		COG0526
AENJPLPP_02457	CDS	uvrC_2	UvrABC system protein C		COG0322
AENJPLPP_02458	CDS	btuD_5	Vitamin B12 import ATP-binding protein BtuD	7.6.2.8	
AENJPLPP_02459	CDS	yhaP	putative protein YhaP		COG1668
AENJPLPP_02460	CDS	fbp	Fructose-1,6-bisphosphatase class 3	3.1.3.11	COG3855
AENJPLPP_02461	CDS	puuD	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD	3.5.1.94	COG2071
AENJPLPP_02462	CDS		hypothetical protein		
AENJPLPP_02463	CDS		hypothetical protein		
AENJPLPP_02464	CDS	ntpK	V-type sodium ATPase subunit K		
AENJPLPP_02465	CDS	atpE_1	V-type proton ATPase subunit E		
AENJPLPP_02466	CDS	ntpC	V-type sodium ATPase subunit C		
AENJPLPP_02467	CDS	ntpG	V-type sodium ATPase subunit G		
AENJPLPP_02468	CDS	ntpA	V-type sodium ATPase catalytic subunit A	7.2.2.1	
AENJPLPP_02469	CDS	ntpB	V-type sodium ATPase subunit B		
AENJPLPP_02470	CDS	ntpD	V-type sodium ATPase subunit D		
AENJPLPP_02471	CDS	ntpJ_2	Potassium/sodium uptake protein NtpJ		
AENJPLPP_02472	CDS	hisC	Histidinol-phosphate aminotransferase	2.6.1.9	
AENJPLPP_02473	CDS	lhpI	Delta(1)-pyrroline-2-carboxylate reductase	1.5.1.49	COG2423
AENJPLPP_02474	CDS	yddE	putative isomerase YddE	5.1.-.-	COG0384
AENJPLPP_02475	CDS	gloA	Lactoylglutathione lyase	4.4.1.5	COG0346
AENJPLPP_02476	CDS		hypothetical protein		
AENJPLPP_02477	CDS	yidA_3	Sugar phosphatase YidA	3.1.3.23	COG0561
AENJPLPP_02478	CDS		hypothetical protein		
AENJPLPP_02479	CDS	lipL	Octanoyl-[GcvH]:protein N-octanoyltransferase	2.3.1.204	COG0095
AENJPLPP_02480	CDS		hypothetical protein		
AENJPLPP_02481	CDS	rpoE	putative DNA-directed RNA polymerase subunit delta		
AENJPLPP_02482	CDS	sigV	RNA polymerase sigma factor SigV		COG1595
AENJPLPP_02483	CDS	rsiV	Anti-sigma-V factor RsiV		
AENJPLPP_02484	CDS		hypothetical protein		
AENJPLPP_02486	CDS	rpoN1	RNA polymerase sigma-54 factor 1		COG1508
AENJPLPP_02487	CDS	cggR	Central glycolytic genes regulator		COG2390
AENJPLPP_02488	CDS	gap_2	Glyceraldehyde-3-phosphate dehydrogenase	1.2.1.12	
AENJPLPP_02489	CDS	pgk	Phosphoglycerate kinase	2.7.2.3	
AENJPLPP_02490	CDS	tpiA	Triosephosphate isomerase	5.3.1.1	COG0149
AENJPLPP_02491	CDS	eno	Enolase	4.2.1.11	
AENJPLPP_02492	CDS		hypothetical protein		
AENJPLPP_02493	CDS		IS3 family transposase ISEnfa3		
AENJPLPP_02494	CDS		ISL3 family transposase ISEfa11		
AENJPLPP_02495	CDS	dapE	putative succinyl-diaminopimelate desuccinylase	3.5.1.18	
AENJPLPP_02496	CDS		hypothetical protein		
AENJPLPP_02497	CDS	rihB	Pyrimidine-specific ribonucleoside hydrolase RihB	3.2.2.8	COG1957
AENJPLPP_02498	CDS	menH_3	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	4.2.99.20	
AENJPLPP_02499	CDS	yjdJ	putative protein YjdJ		COG2388
AENJPLPP_02500	CDS	secG	putative protein-export membrane protein SecG		COG1314
AENJPLPP_02501	CDS	est	Carboxylesterase	3.1.1.1	
AENJPLPP_02502	CDS	rnr	Ribonuclease R	3.1.13.1	COG0557
AENJPLPP_02503	CDS	smpB	SsrA-binding protein		COG0691
AENJPLPP_02504	CDS	atpB	ATP synthase subunit a		
AENJPLPP_02505	CDS	atpE_2	ATP synthase subunit c		
AENJPLPP_02506	CDS	atpF	ATP synthase subunit b		COG0711
AENJPLPP_02507	CDS	atpH	ATP synthase subunit delta		COG0712
AENJPLPP_02508	CDS	atpA	ATP synthase subunit alpha	7.1.2.2	COG0056
AENJPLPP_02509	CDS	atpG	ATP synthase gamma chain		COG0224
AENJPLPP_02510	CDS	atpD	ATP synthase subunit beta	7.1.2.2	COG0055
AENJPLPP_02511	CDS	atpC	ATP synthase epsilon chain		COG0355
AENJPLPP_02512	CDS		hypothetical protein		
AENJPLPP_02513	CDS	murA1_2	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1	2.5.1.7	COG0766
AENJPLPP_02514	CDS		hypothetical protein		
AENJPLPP_02515	CDS		Putative membrane protein insertion efficiency factor		COG0759
AENJPLPP_02516	CDS	yvbK	putative N-acetyltransferase YvbK	2.3.1.-	
AENJPLPP_02517	CDS	bglK	Beta-glucoside kinase	2.7.1.85	COG1940
AENJPLPP_02518	CDS		hypothetical protein		
AENJPLPP_02521	CDS		hypothetical protein		
AENJPLPP_02522	CDS	nagR_1	HTH-type transcriptional repressor NagR		COG2188
AENJPLPP_02523	CDS	yigZ	IMPACT family member YigZ		COG1739
AENJPLPP_02524	CDS		hypothetical protein		
AENJPLPP_02525	CDS	ptcB_2	PTS system galactose-specific EIIB component	2.7.1.204	COG1440
AENJPLPP_02526	CDS	comFA	ComF operon protein 1	3.6.4.12	COG4098
AENJPLPP_02527	CDS		hypothetical protein		
AENJPLPP_02528	CDS	hpf	Ribosome hibernation promotion factor		
AENJPLPP_02529	CDS	secA	Protein translocase subunit SecA		COG0653
AENJPLPP_02530	CDS	prfB	Peptide chain release factor 2		
AENJPLPP_02531	CDS	ftsE	Cell division ATP-binding protein FtsE		COG2884
AENJPLPP_02532	CDS	ftsX	Cell division protein FtsX		COG2177
AENJPLPP_02533	CDS	clsA_2	Major cardiolipin synthase ClsA	2.7.8.-	COG1502
AENJPLPP_02534	CDS	pstS1_1	Phosphate-binding protein PstS 1		COG0226
AENJPLPP_02535	CDS		hypothetical protein		
AENJPLPP_02536	CDS		hypothetical protein		
AENJPLPP_02537	CDS	pstB3_1	Phosphate import ATP-binding protein PstB 3	7.3.2.1	COG1117
AENJPLPP_02538	CDS	pstB3_2	Phosphate import ATP-binding protein PstB 3	7.3.2.1	COG1117
AENJPLPP_02539	CDS	phoU	Phosphate-specific transport system accessory protein PhoU 		COG0704
AENJPLPP_02540	CDS		hypothetical protein		
AENJPLPP_02541	CDS		hypothetical protein		
AENJPLPP_02542	CDS		hypothetical protein		
AENJPLPP_02543	CDS		hypothetical protein		
AENJPLPP_02544	CDS		hypothetical protein		
AENJPLPP_02545	CDS		ISL3 family transposase ISEfa5		
AENJPLPP_02546	CDS	hprK	HPr kinase/phosphorylase	2.7.11.-	COG1493
AENJPLPP_02547	CDS	lgt	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	2.5.1.145	COG0682
AENJPLPP_02548	CDS	gpsA_2	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	1.1.1.94	COG0240
AENJPLPP_02549	CDS	gtaB_2	UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	COG1210
AENJPLPP_02550	CDS		hypothetical protein		
AENJPLPP_02551	CDS		hypothetical protein		
AENJPLPP_02552	CDS	pepQ	Xaa-Pro dipeptidase	3.4.13.9	COG0006
AENJPLPP_02553	CDS	ccpA_2	Catabolite control protein A		COG1609
AENJPLPP_02554	CDS	ponA_2	Penicillin-binding protein 1A/1B		COG0744
AENJPLPP_02555	CDS	nfo	putative endonuclease 4	3.1.21.2	COG0648
AENJPLPP_02556	CDS		IS110 family transposase ISBth13		
AENJPLPP_02557	CDS		hypothetical protein		
AENJPLPP_02558	CDS	mntH	Divalent metal cation transporter MntH		
AENJPLPP_02559	CDS		hypothetical protein		
AENJPLPP_02560	CDS	yheI	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI	3.6.3.-	COG1132
AENJPLPP_02561	CDS	yheH	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH	3.6.3.-	COG1132
AENJPLPP_02562	CDS	licT_3	Transcription antiterminator LicT		COG3711
AENJPLPP_02563	CDS	bglF_3	PTS system beta-glucoside-specific EIIBCA component		COG1263
AENJPLPP_02564	CDS	murR_2	HTH-type transcriptional regulator MurR		
AENJPLPP_02565	CDS	licH	putative 6-phospho-beta-glucosidase	3.2.1.86	COG1486
AENJPLPP_02566	CDS	bglH_2	Aryl-phospho-beta-D-glucosidase BglH	3.2.1.86	COG2723
AENJPLPP_02567	CDS	trxB	Thioredoxin reductase	1.8.1.9	COG0492
AENJPLPP_02568	CDS	pgcA	Phosphoglucomutase	5.4.2.2	
AENJPLPP_02569	CDS	czrA	HTH-type transcriptional repressor CzrA		COG0640
AENJPLPP_02570	CDS	yqfL	Putative pyruvate, phosphate dikinase regulatory protein	2.7.11.32	COG1806
AENJPLPP_02571	CDS	zur	Zinc-specific metallo-regulatory protein		COG0735
AENJPLPP_02572	CDS	rpsU	30S ribosomal protein S21		COG0828
AENJPLPP_02573	CDS	yqeY	putative protein YqeY		COG1610
AENJPLPP_02574	CDS	brnQ_2	Branched-chain amino acid transport system 2 carrier protein		COG1114
AENJPLPP_02575	CDS		PhoH-like protein		COG1702
AENJPLPP_02576	CDS	pgpH	Cyclic-di-AMP phosphodiesterase PgpH	3.1.4.59	
AENJPLPP_02577	CDS	ybeY	Endoribonuclease YbeY	3.1.-.-	COG0319
AENJPLPP_02578	CDS	dgkA	Undecaprenol kinase	2.7.1.66	COG0818
AENJPLPP_02579	CDS	era	GTPase Era		COG1159
AENJPLPP_02580	CDS	recO	DNA repair protein RecO		COG1381
AENJPLPP_02581	CDS	glyQ	Glycine--tRNA ligase alpha subunit	6.1.1.14	COG0752
AENJPLPP_02582	CDS	glyS	Glycine--tRNA ligase beta subunit	6.1.1.14	COG0751
AENJPLPP_02583	CDS		hypothetical protein		
AENJPLPP_02584	CDS	tagU_3	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU	2.7.8.-	COG1316
AENJPLPP_02585	CDS	ywqC	putative capsular polysaccharide biosynthesis protein YwqC		COG3944
AENJPLPP_02586	CDS	ywqD	Tyrosine-protein kinase YwqD	2.7.10.2	COG0489
AENJPLPP_02587	CDS	ywqE	Tyrosine-protein phosphatase YwqE	3.1.3.48	COG4464
AENJPLPP_02588	CDS	pglF	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase	4.2.1.135	COG1086
AENJPLPP_02589	CDS		hypothetical protein		
AENJPLPP_02590	CDS	gph_2	Phosphoglycolate phosphatase	3.1.3.18	
AENJPLPP_02591	CDS	epsN	Putative pyridoxal phosphate-dependent aminotransferase EpsN	2.6.1.-	COG0399
AENJPLPP_02592	CDS	epsL	putative sugar transferase EpsL	2.-.-.-	COG2148
AENJPLPP_02593	CDS	pglA	N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase	2.4.1.290	
AENJPLPP_02594	CDS		hypothetical protein		
AENJPLPP_02595	CDS		hypothetical protein		
AENJPLPP_02596	CDS		hypothetical protein		
AENJPLPP_02597	CDS	pglH_2	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase	2.4.1.292	COG0438
AENJPLPP_02598	CDS		hypothetical protein		
AENJPLPP_02599	CDS		hypothetical protein		
AENJPLPP_02600	CDS		hypothetical protein		
AENJPLPP_02601	CDS		IS256 family transposase IS256		
AENJPLPP_02602	CDS	wbgU_2	UDP-N-acetylglucosamine 4-epimerase	5.1.3.7	
AENJPLPP_02603	CDS	ugd	UDP-glucose 6-dehydrogenase	1.1.1.22	COG1004
AENJPLPP_02604	CDS	glvR	HTH-type transcriptional regulator GlvR		COG1737
AENJPLPP_02605	CDS	pfkB	ATP-dependent 6-phosphofructokinase isozyme 2	2.7.1.11	COG1105
AENJPLPP_02606	CDS	fruA_5	PTS system fructose-specific EIIABC component		COG1299
AENJPLPP_02607	CDS	mngA	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component		COG1299
AENJPLPP_02608	CDS	lacD2	Tagatose 1,6-diphosphate aldolase 2	4.1.2.40	COG3684
AENJPLPP_02609	CDS	yidC	Membrane protein insertase YidC		
AENJPLPP_02610	CDS	acyP	Acylphosphatase	3.6.1.7	COG1254
AENJPLPP_02611	CDS		Putative TrmH family tRNA/rRNA methyltransferase	2.1.1.-	
AENJPLPP_02612	CDS		hypothetical protein		
AENJPLPP_02613	CDS		hypothetical protein		
AENJPLPP_02614	CDS	eriC	Chloride/fluoride channel protein		COG0038
AENJPLPP_02615	CDS		hypothetical protein		
AENJPLPP_02616	CDS	dacA	D-alanyl-D-alanine carboxypeptidase DacA	3.4.16.4	COG1686
AENJPLPP_02617	CDS		hypothetical protein		
AENJPLPP_02618	CDS		hypothetical protein		
AENJPLPP_02619	CDS		hypothetical protein		
AENJPLPP_02620	CDS		hypothetical protein		
AENJPLPP_02621	CDS	cspLA_2	Cold shock-like protein CspLA		COG1278
AENJPLPP_02622	CDS	dinG_2	3'-5' exonuclease DinG	3.1.-.-	
AENJPLPP_02623	CDS		hypothetical protein		
AENJPLPP_02624	CDS	aspB	Asparagine--oxo-acid transaminase	2.6.1.14	COG0436
AENJPLPP_02625	CDS	asnS	Asparagine--tRNA ligase	6.1.1.22	
AENJPLPP_02626	CDS	axe2	Acetylxylan esterase	3.1.1.72	
AENJPLPP_02627	CDS		hypothetical protein		
AENJPLPP_02628	CDS	yccF	Inner membrane protein YccF		COG3304
AENJPLPP_02629	CDS	cadA	Cadmium, zinc and cobalt-transporting ATPase	3.6.3.3	COG2217
AENJPLPP_02630	CDS	ycaM	Inner membrane transporter YcaM		COG0531
AENJPLPP_02631	CDS		ISL3 family transposase ISEfa5		
AENJPLPP_02632	CDS		hypothetical protein		
AENJPLPP_02633	CDS	copY	Transcriptional repressor CopY		
AENJPLPP_02634	CDS	copZ	Copper chaperone CopZ		
AENJPLPP_02635	CDS	copA	putative copper-importing P-type ATPase A	7.2.2.8	
AENJPLPP_02636	CDS	copB	Copper-exporting P-type ATPase B	7.2.2.8	
AENJPLPP_02637	CDS		hypothetical protein		
AENJPLPP_02638	CDS		hypothetical protein		
AENJPLPP_02639	CDS		hypothetical protein		
AENJPLPP_02640	CDS		hypothetical protein		
AENJPLPP_02641	CDS		hypothetical protein		
AENJPLPP_02642	CDS		hypothetical protein		
AENJPLPP_02643	CDS		hypothetical protein		
AENJPLPP_02644	CDS		hypothetical protein		
AENJPLPP_02645	CDS	lytA	Autolysin	3.5.1.28	
AENJPLPP_02646	CDS		hypothetical protein		
AENJPLPP_02647	CDS		IS3 family transposase ISEnfa3		
AENJPLPP_02648	CDS		hypothetical protein		
AENJPLPP_02649	CDS		IS256 family transposase ISEf1		
AENJPLPP_02650	CDS		hypothetical protein		
AENJPLPP_02651	CDS		IS3 family transposase ISEnfa3		
AENJPLPP_02652	CDS		hypothetical protein		
AENJPLPP_02653	CDS		hypothetical protein		
AENJPLPP_02654	CDS		IS110 family transposase ISSpn10		
AENJPLPP_02655	CDS	cbh_3	Choloylglycine hydrolase	3.5.1.24	
AENJPLPP_02656	CDS		ISL3 family transposase ISEfa5		
AENJPLPP_02657	CDS		IS256 family transposase IS16		
AENJPLPP_02658	CDS		hypothetical protein		
AENJPLPP_02659	CDS		hypothetical protein		
AENJPLPP_02660	CDS		hypothetical protein		
AENJPLPP_02661	CDS	pstS1_2	Phosphate-binding protein PstS 1		COG0226
AENJPLPP_02662	CDS		ISL3 family transposase IS1251		
AENJPLPP_02663	CDS		ISL3 family transposase IS1476		
AENJPLPP_02664	CDS	ctpE_2	Calcium-transporting ATPase CtpE	7.2.2.10	COG0474
AENJPLPP_02665	CDS	phoR_3	Alkaline phosphatase synthesis sensor protein PhoR	2.7.13.3	COG0642
AENJPLPP_02666	CDS	phoP	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP		COG0745
AENJPLPP_02667	CDS		hypothetical protein		
AENJPLPP_02668	CDS		hypothetical protein		
AENJPLPP_02669	CDS	ffh	Signal recognition particle protein		COG0541
AENJPLPP_02670	CDS	tag	DNA-3-methyladenine glycosylase 1	3.2.2.20	COG2818
AENJPLPP_02671	CDS		IS1595 family transposase ISCac2		
AENJPLPP_02672	CDS	chrR	Quinone reductase	1.6.5.2	COG0431
AENJPLPP_02673	CDS	rpsP	30S ribosomal protein S16		COG0228
AENJPLPP_02674	CDS		hypothetical protein		
AENJPLPP_02675	CDS		hypothetical protein		
AENJPLPP_02676	CDS	rimM	Ribosome maturation factor RimM		
AENJPLPP_02677	CDS	trmD	tRNA (guanine-N(1)-)-methyltransferase	2.1.1.228	
AENJPLPP_02678	CDS	rplS	50S ribosomal protein L19		COG0335
AENJPLPP_02679	CDS		hypothetical protein		
AENJPLPP_02680	CDS		hypothetical protein		
AENJPLPP_02681	CDS		hypothetical protein		
AENJPLPP_02682	CDS		hypothetical protein		
AENJPLPP_02683	CDS		hypothetical protein		
AENJPLPP_02684	CDS		hypothetical protein		
AENJPLPP_02685	CDS		hypothetical protein		
AENJPLPP_02686	CDS		hypothetical protein		
AENJPLPP_02687	CDS		IS1595 family transposase ISCco3		
AENJPLPP_02688	CDS		hypothetical protein		
AENJPLPP_02689	CDS		hypothetical protein		
AENJPLPP_02690	CDS		hypothetical protein		
AENJPLPP_02691	CDS		hypothetical protein		
AENJPLPP_02692	CDS		hypothetical protein		
AENJPLPP_02693	CDS		hypothetical protein		
AENJPLPP_02694	CDS		hypothetical protein		
AENJPLPP_02695	CDS		hypothetical protein		
AENJPLPP_02696	CDS		hypothetical protein		
AENJPLPP_02697	CDS		IS256 family transposase IS16		
AENJPLPP_02698	CDS		hypothetical protein		
AENJPLPP_02699	CDS		hypothetical protein		
AENJPLPP_02700	CDS		hypothetical protein		
AENJPLPP_02701	CDS		IS21 family transposase ISCth15		
AENJPLPP_02702	CDS		hypothetical protein		
AENJPLPP_02703	CDS		IS4 family transposase IS4Bsu1		COG3385
AENJPLPP_02704	CDS		IS30 family transposase IS1252		COG2826
AENJPLPP_02705	CDS		hypothetical protein		
AENJPLPP_02706	CDS		IS3 family transposase ISEfa8		
AENJPLPP_02707	CDS		IS3 family transposase ISEfa8		
AENJPLPP_02708	CDS	degA_3	HTH-type transcriptional regulator DegA		COG1609
AENJPLPP_02709	CDS	bfrA	Beta-fructosidase	3.2.1.26	COG1621
AENJPLPP_02710	CDS	treP_1	PTS system trehalose-specific EIIBC component		COG1263
AENJPLPP_02711	CDS		hypothetical protein		
AENJPLPP_02712	CDS	gmuE_4	Putative fructokinase	2.7.1.4	COG1940
AENJPLPP_02713	CDS	dgaR_5	Transcriptional regulatory protein DagR		
AENJPLPP_02714	CDS		hypothetical protein		
AENJPLPP_02715	CDS	agaC_2	N-acetylgalactosamine permease IIC component 1		COG3715
AENJPLPP_02716	CDS	manZ_6	PTS system mannose-specific EIID component		COG3716
AENJPLPP_02717	CDS	manX_5	PTS system mannose-specific EIIAB component	2.7.1.191	COG2893
AENJPLPP_02718	CDS		hypothetical protein		
AENJPLPP_02719	CDS		hypothetical protein		
AENJPLPP_02720	CDS		hypothetical protein		
AENJPLPP_02721	CDS		hypothetical protein		
AENJPLPP_02722	CDS		hypothetical protein		
AENJPLPP_02723	CDS		IS66 family transposase ISRob1		
AENJPLPP_02724	CDS		hypothetical protein		
AENJPLPP_02725	CDS		hypothetical protein		
AENJPLPP_02726	CDS		hypothetical protein		
AENJPLPP_02727	CDS		hypothetical protein		
AENJPLPP_02728	CDS	xerC_11	Tyrosine recombinase XerC		
AENJPLPP_02729	CDS		hypothetical protein		
AENJPLPP_02730	CDS		hypothetical protein		
AENJPLPP_02731	CDS		hypothetical protein		
AENJPLPP_02732	CDS		hypothetical protein		
AENJPLPP_02733	CDS		hypothetical protein		
AENJPLPP_02734	CDS		hypothetical protein		
AENJPLPP_02735	CDS		hypothetical protein		
AENJPLPP_02736	CDS		hypothetical protein		
AENJPLPP_02737	CDS		hypothetical protein		
AENJPLPP_02738	CDS		hypothetical protein		
AENJPLPP_02739	CDS	yjhB	Putative metabolite transport protein YjhB		
AENJPLPP_02740	CDS	adhR	HTH-type transcriptional regulator AdhR		COG0789
AENJPLPP_02741	CDS	hdfR_3	HTH-type transcriptional regulator HdfR		
AENJPLPP_02742	CDS		hypothetical protein		
AENJPLPP_02743	CDS		ISL3 family transposase ISEfa11		
AENJPLPP_02744	CDS	araQ_6	L-arabinose transport system permease protein AraQ		COG0395
AENJPLPP_02745	CDS		hypothetical protein		
AENJPLPP_02746	CDS		IS256 family transposase ISEf1		
AENJPLPP_02747	CDS	alsS_1	Acetolactate synthase	2.2.1.6	COG0028
AENJPLPP_02748	CDS	alsS_2	Acetolactate synthase	2.2.1.6	COG0028
AENJPLPP_02749	CDS	aldC	Alpha-acetolactate decarboxylase	4.1.1.5	COG3527
AENJPLPP_02750	CDS		hypothetical protein		
AENJPLPP_02751	CDS		hypothetical protein		
AENJPLPP_02752	CDS		hypothetical protein		
AENJPLPP_02753	CDS		IS256 family transposase ISEf1		
AENJPLPP_02754	CDS		hypothetical protein		
AENJPLPP_02756	CDS		ISL3 family transposase ISEfa5		
AENJPLPP_02757	CDS		ISL3 family transposase ISEfa5		
AENJPLPP_02758	CDS		hypothetical protein		
AENJPLPP_02759	CDS		hypothetical protein		
AENJPLPP_02760	CDS		hypothetical protein		
AENJPLPP_02761	CDS		hypothetical protein		
AENJPLPP_02762	CDS		hypothetical protein		
AENJPLPP_02763	CDS		hypothetical protein		
AENJPLPP_02764	CDS		hypothetical protein		
AENJPLPP_02765	CDS		hypothetical protein		
AENJPLPP_02766	CDS		hypothetical protein		
AENJPLPP_02767	CDS		hypothetical protein		
